baseline,scenario_name,algorithm,size,optimizer,annealings,iterations,status,score,evaluation,exec_time,total_cost,max_time
all_sherbrooke,scenario2,dj,8,-,-,-,-,-,-191.09103476453944,-,191.09103476453944,2133.07
all_sherbrooke,scenario3,dj,8,-,-,-,-,-,2133.07,-,191.09103476453944,2133.07
all_marrakesh,scenario1,qnn,10,-,-,-,-,-,657.4271643193454,-,246.7743286386907,1068.08
all_marrakesh,scenario2,qnn,10,-,-,-,-,-,-246.7743286386907,-,246.7743286386907,1068.08
all_marrakesh,scenario3,qnn,10,-,-,-,-,-,1068.08,-,246.7743286386907,1068.08
all_fez,scenario1,qft,6,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32
all_fez,scenario2,qft,6,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32
all_fez,scenario3,qft,6,-,-,-,-,-,849.32,-,251.3387501360923,849.32
all_torino,scenario1,realamprandom,10,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005
all_torino,scenario2,realamprandom,10,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005
all_torino,scenario3,realamprandom,10,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005
all_sherbrooke,scenario1,dj,6,-,-,-,-,-,1162.0805173822698,-,191.09103476453944,2133.07
all_sherbrooke,scenario2,dj,6,-,-,-,-,-,-191.09103476453944,-,191.09103476453944,2133.07
all_sherbrooke,scenario3,dj,6,-,-,-,-,-,2133.07,-,191.09103476453944,2133.07
all_torino,scenario1,qnn,6,-,-,-,-,-,490.2564389941539,-,291.01287798830765,689.5000000000001
all_torino,scenario2,qnn,6,-,-,-,-,-,-291.01287798830765,-,291.01287798830765,689.5000000000001
all_torino,scenario3,qnn,6,-,-,-,-,-,689.5000000000001,-,291.01287798830765,689.5000000000001
fair,scenario1,realamprandom,8,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87
fair,scenario2,realamprandom,8,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87
fair,scenario3,realamprandom,8,-,-,-,-,-,248.87,-,197.5775069758645,248.87
all_marrakesh,scenario1,qaoa,10,-,-,-,-,-,1255.8043742738964,-,460.48874854779274,2051.12
all_marrakesh,scenario2,qaoa,10,-,-,-,-,-,-460.48874854779274,-,460.48874854779274,2051.12
all_marrakesh,scenario3,qaoa,10,-,-,-,-,-,2051.12,-,460.48874854779274,2051.12
fair,scenario1,qft,8,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87
fair,scenario2,qft,8,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87
fair,scenario3,qft,8,-,-,-,-,-,248.87,-,197.5775069758645,248.87
all_fez,scenario1,ghz,8,-,-,-,-,-,2344.7525451264687,-,972.9850902529374,3716.52
all_fez,scenario2,ghz,8,-,-,-,-,-,-972.9850902529374,-,972.9850902529374,3716.52
all_fez,scenario3,ghz,8,-,-,-,-,-,3716.52,-,972.9850902529374,3716.52
all_sherbrooke,scenario1,qnn,8,-,-,-,-,-,717.2680593381644,-,120.66611867632884,1313.8700000000001
all_sherbrooke,scenario2,qnn,8,-,-,-,-,-,-120.66611867632884,-,120.66611867632884,1313.8700000000001
all_sherbrooke,scenario3,qnn,8,-,-,-,-,-,1313.8700000000001,-,120.66611867632884,1313.8700000000001
fair,scenario1,dj,6,-,-,-,-,-,472.5403314970734,-,450.5106629941468,494.57
fair,scenario2,dj,6,-,-,-,-,-,-450.5106629941468,-,450.5106629941468,494.57
fair,scenario3,dj,6,-,-,-,-,-,494.57,-,450.5106629941468,494.57
all_fez,scenario1,twolocalrandom,6,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32
all_fez,scenario2,twolocalrandom,6,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32
all_fez,scenario3,twolocalrandom,6,-,-,-,-,-,849.32,-,251.3387501360923,849.32
all_fez,scenario1,qft,10,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32
all_fez,scenario2,qft,10,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32
all_fez,scenario3,qft,10,-,-,-,-,-,849.32,-,251.3387501360923,849.32
all_fez,scenario1,vqe,8,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32
all_fez,scenario2,vqe,8,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32
all_fez,scenario3,vqe,8,-,-,-,-,-,849.32,-,251.3387501360923,849.32
all_marrakesh,scenario1,ghz,6,-,-,-,-,-,1453.9087250782156,-,529.017450156431,2378.8
all_marrakesh,scenario2,ghz,6,-,-,-,-,-,-529.017450156431,-,529.017450156431,2378.8
all_marrakesh,scenario3,ghz,6,-,-,-,-,-,2378.8,-,529.017450156431,2378.8
all_marrakesh,scenario1,realamprandom,6,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4
all_marrakesh,scenario2,realamprandom,6,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4
all_marrakesh,scenario3,realamprandom,6,-,-,-,-,-,740.4,-,171.32699502380885,740.4
all_marrakesh,scenario1,twolocalrandom,10,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4
all_marrakesh,scenario2,twolocalrandom,10,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4
all_marrakesh,scenario3,twolocalrandom,10,-,-,-,-,-,740.4,-,171.32699502380885,740.4
fair,scenario1,realamprandom,10,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87
fair,scenario2,realamprandom,10,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87
fair,scenario3,realamprandom,10,-,-,-,-,-,248.87,-,197.5775069758645,248.87
all_fez,scenario1,dj,6,-,-,-,-,-,1325.7028500902884,-,573.285700180577,2078.12
all_fez,scenario2,dj,6,-,-,-,-,-,-573.285700180577,-,573.285700180577,2078.12
all_fez,scenario3,dj,6,-,-,-,-,-,2078.12,-,573.285700180577,2078.12
fair,scenario1,dj,8,-,-,-,-,-,472.5403314970734,-,450.5106629941468,494.57
fair,scenario2,dj,8,-,-,-,-,-,-450.5106629941468,-,450.5106629941468,494.57
fair,scenario3,dj,8,-,-,-,-,-,494.57,-,450.5106629941468,494.57
all_torino,scenario1,ghz,6,-,-,-,-,-,1066.2568915052211,-,623.813783010442,1508.7
all_torino,scenario2,ghz,6,-,-,-,-,-,-623.813783010442,-,623.813783010442,1508.7
all_torino,scenario3,ghz,6,-,-,-,-,-,1508.7,-,623.813783010442,1508.7
fair,scenario1,wstate,10,-,-,-,-,-,1721.9091799494972,-,1638.8483598989944,1804.97
fair,scenario2,wstate,10,-,-,-,-,-,-1638.8483598989944,-,1638.8483598989944,1804.97
fair,scenario3,wstate,10,-,-,-,-,-,1804.97,-,1638.8483598989944,1804.97
all_sherbrooke,scenario1,dj,10,-,-,-,-,-,1162.0805173822698,-,191.09103476453944,2133.07
all_sherbrooke,scenario2,dj,10,-,-,-,-,-,-191.09103476453944,-,191.09103476453944,2133.07
all_sherbrooke,scenario3,dj,10,-,-,-,-,-,2133.07,-,191.09103476453944,2133.07
fair,scenario1,ghz,10,-,-,-,-,-,950.9060267676673,-,915.8420535353346,985.9700000000001
fair,scenario2,ghz,10,-,-,-,-,-,-915.8420535353346,-,915.8420535353346,985.9700000000001
fair,scenario3,ghz,10,-,-,-,-,-,985.9700000000001,-,915.8420535353346,985.9700000000001
all_fez,scenario1,vqe,6,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32
all_fez,scenario2,vqe,6,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32
all_fez,scenario3,vqe,6,-,-,-,-,-,849.32,-,251.3387501360923,849.32
all_torino,scenario1,wstate,10,-,-,-,-,-,3026.281768847524,-,1676.6635376950474,4375.900000000001
all_torino,scenario2,wstate,10,-,-,-,-,-,-1676.6635376950474,-,1676.6635376950474,4375.900000000001
all_torino,scenario3,wstate,10,-,-,-,-,-,4375.900000000001,-,1676.6635376950474,4375.900000000001
all_torino,scenario1,qpeexact,6,-,-,-,-,-,1066.2568915052211,-,623.813783010442,1508.7
all_torino,scenario2,qpeexact,6,-,-,-,-,-,-623.813783010442,-,623.813783010442,1508.7
all_torino,scenario3,qpeexact,6,-,-,-,-,-,1508.7,-,623.813783010442,1508.7
all_torino,scenario1,dj,6,-,-,-,-,-,779.9702499011266,-,460.84049980225325,1099.1
all_torino,scenario2,dj,6,-,-,-,-,-,-460.84049980225325,-,460.84049980225325,1099.1
all_torino,scenario3,dj,6,-,-,-,-,-,1099.1,-,460.84049980225325,1099.1
all_torino,scenario1,twolocalrandom,8,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005
all_torino,scenario2,twolocalrandom,8,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005
all_torino,scenario3,twolocalrandom,8,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005
all_sherbrooke,scenario1,qpeexact,10,-,-,-,-,-,2268.8264975949774,-,356.5829951899549,4181.07
all_sherbrooke,scenario2,qpeexact,10,-,-,-,-,-,-356.5829951899549,-,356.5829951899549,4181.07
all_sherbrooke,scenario3,qpeexact,10,-,-,-,-,-,4181.07,-,356.5829951899549,4181.07
all_torino,scenario1,qnn,8,-,-,-,-,-,490.2564389941539,-,291.01287798830765,689.5000000000001
all_torino,scenario2,qnn,8,-,-,-,-,-,-291.01287798830765,-,291.01287798830765,689.5000000000001
all_torino,scenario3,qnn,8,-,-,-,-,-,689.5000000000001,-,291.01287798830765,689.5000000000001
all_kyiv,scenario1,qnn,6,-,-,-,-,-,508.93323276830154,-,190.49646553660313,827.37
all_kyiv,scenario2,qnn,6,-,-,-,-,-,-190.49646553660313,-,190.49646553660313,827.37
all_kyiv,scenario3,qnn,6,-,-,-,-,-,827.37,-,190.49646553660313,827.37
all_fez,scenario1,realamprandom,8,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32
all_fez,scenario2,realamprandom,8,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32
all_fez,scenario3,realamprandom,8,-,-,-,-,-,849.32,-,251.3387501360923,849.32
all_kyiv,scenario1,ghz,6,-,-,-,-,-,1109.382918045184,-,408.35583609036826,1810.4099999999999
all_kyiv,scenario2,ghz,6,-,-,-,-,-,-408.35583609036826,-,408.35583609036826,1810.4099999999999
all_kyiv,scenario3,ghz,6,-,-,-,-,-,1810.4099999999999,-,408.35583609036826,1810.4099999999999
all_kyiv,scenario1,vqe,10,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999
all_kyiv,scenario2,vqe,10,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999
all_kyiv,scenario3,vqe,10,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999
all_kyiv,scenario1,wstate,8,-,-,-,-,-,2587.750714507609,-,907.491429015217,4268.01
all_kyiv,scenario2,wstate,8,-,-,-,-,-,-907.491429015217,-,907.491429015217,4268.01
all_kyiv,scenario3,wstate,8,-,-,-,-,-,4268.01,-,907.491429015217,4268.01
all_torino,scenario1,qft,6,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005
all_torino,scenario2,qft,6,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005
all_torino,scenario3,qft,6,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005
all_marrakesh,scenario1,realamprandom,10,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4
all_marrakesh,scenario2,realamprandom,10,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4
all_marrakesh,scenario3,realamprandom,10,-,-,-,-,-,740.4,-,171.32699502380885,740.4
all_kyiv,scenario1,realamprandom,10,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999
all_kyiv,scenario2,realamprandom,10,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999
all_kyiv,scenario3,realamprandom,10,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999
all_torino,scenario1,qaoa,6,-,-,-,-,-,923.4547322237238,-,543.0094644474474,1303.9
all_torino,scenario2,qaoa,6,-,-,-,-,-,-543.0094644474474,-,543.0094644474474,1303.9
all_torino,scenario3,qaoa,6,-,-,-,-,-,1303.9,-,543.0094644474474,1303.9
all_kyiv,scenario1,wstate,10,-,-,-,-,-,3174.312573113778,-,1097.5751462275553,5251.05
all_kyiv,scenario2,wstate,10,-,-,-,-,-,-1097.5751462275553,-,1097.5751462275553,5251.05
all_kyiv,scenario3,wstate,10,-,-,-,-,-,5251.05,-,1097.5751462275553,5251.05
all_kyiv,scenario1,qpeexact,10,-,-,-,-,-,1555.3035207488067,-,562.9170414976132,2547.69
all_kyiv,scenario2,qpeexact,10,-,-,-,-,-,-562.9170414976132,-,562.9170414976132,2547.69
all_kyiv,scenario3,qpeexact,10,-,-,-,-,-,2547.69,-,562.9170414976132,2547.69
all_marrakesh,scenario1,qpeexact,8,-,-,-,-,-,2045.547753227377,-,729.2555064547536,3361.84
all_marrakesh,scenario2,qpeexact,8,-,-,-,-,-,-729.2555064547536,-,729.2555064547536,3361.84
all_marrakesh,scenario3,qpeexact,8,-,-,-,-,-,3361.84,-,729.2555064547536,3361.84
fair,scenario1,qft,6,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87
fair,scenario2,qft,6,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87
fair,scenario3,qft,6,-,-,-,-,-,248.87,-,197.5775069758645,248.87
fair,scenario1,ghz,8,-,-,-,-,-,793.352563236445,-,764.5351264728899,822.1700000000001
fair,scenario2,ghz,8,-,-,-,-,-,-764.5351264728899,-,764.5351264728899,822.1700000000001
fair,scenario3,ghz,8,-,-,-,-,-,822.1700000000001,-,764.5351264728899,822.1700000000001
all_sherbrooke,scenario1,wstate,8,-,-,-,-,-,3811.564878761272,-,574.8597575225438,7048.27
all_sherbrooke,scenario2,wstate,8,-,-,-,-,-,-574.8597575225438,-,574.8597575225438,7048.27
all_sherbrooke,scenario3,wstate,8,-,-,-,-,-,7048.27,-,574.8597575225438,7048.27
all_sherbrooke,scenario1,qpeexact,6,-,-,-,-,-,1605.4716868532278,-,258.67337370645504,2952.2700000000004
all_sherbrooke,scenario2,qpeexact,6,-,-,-,-,-,-258.67337370645504,-,258.67337370645504,2952.2700000000004
all_sherbrooke,scenario3,qpeexact,6,-,-,-,-,-,2952.2700000000004,-,258.67337370645504,2952.2700000000004
all_fez,scenario1,ghz,10,-,-,-,-,-,2850.645898203054,-,1165.5717964061075,4535.72
all_fez,scenario2,ghz,10,-,-,-,-,-,-1165.5717964061075,-,1165.5717964061075,4535.72
all_fez,scenario3,ghz,10,-,-,-,-,-,4535.72,-,1165.5717964061075,4535.72
all_marrakesh,scenario1,twolocalrandom,8,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4
all_marrakesh,scenario2,twolocalrandom,8,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4
all_marrakesh,scenario3,twolocalrandom,8,-,-,-,-,-,740.4,-,171.32699502380885,740.4
all_marrakesh,scenario1,wstate,6,-,-,-,-,-,2634.1801475920984,-,923.4802951841967,4344.88
all_marrakesh,scenario2,wstate,6,-,-,-,-,-,-923.4802951841967,-,923.4802951841967,4344.88
all_marrakesh,scenario3,wstate,6,-,-,-,-,-,4344.88,-,923.4802951841967,4344.88
all_kyiv,scenario1,realamprandom,6,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999
all_kyiv,scenario2,realamprandom,6,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999
all_kyiv,scenario3,realamprandom,6,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999
all_marrakesh,scenario1,qft,6,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4
all_marrakesh,scenario2,qft,6,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4
all_marrakesh,scenario3,qft,6,-,-,-,-,-,740.4,-,171.32699502380885,740.4
all_marrakesh,scenario1,qaoa,8,-,-,-,-,-,1255.8043742738964,-,460.48874854779274,2051.12
all_marrakesh,scenario2,qaoa,8,-,-,-,-,-,-460.48874854779274,-,460.48874854779274,2051.12
all_marrakesh,scenario3,qaoa,8,-,-,-,-,-,2051.12,-,460.48874854779274,2051.12
all_torino,scenario1,ghz,10,-,-,-,-,-,1632.4183308773254,-,936.9366617546505,2327.9
all_torino,scenario2,ghz,10,-,-,-,-,-,-936.9366617546505,-,936.9366617546505,2327.9
all_torino,scenario3,ghz,10,-,-,-,-,-,2327.9,-,936.9366617546505,2327.9
all_torino,scenario1,vqe,8,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005
all_torino,scenario2,vqe,8,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005
all_torino,scenario3,vqe,8,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005
all_torino,scenario1,vqe,10,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005
all_torino,scenario2,vqe,10,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005
all_torino,scenario3,vqe,10,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005
all_marrakesh,scenario1,qaoa,6,-,-,-,-,-,1255.8043742738964,-,460.48874854779274,2051.12
all_marrakesh,scenario2,qaoa,6,-,-,-,-,-,-460.48874854779274,-,460.48874854779274,2051.12
all_marrakesh,scenario3,qaoa,6,-,-,-,-,-,2051.12,-,460.48874854779274,2051.12
all_marrakesh,scenario1,vqe,6,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4
all_marrakesh,scenario2,vqe,6,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4
all_marrakesh,scenario3,vqe,6,-,-,-,-,-,740.4,-,171.32699502380885,740.4
fair,scenario1,qpeexact,10,-,-,-,-,-,872.3187305031586,-,840.5674610063171,904.07
fair,scenario2,qpeexact,10,-,-,-,-,-,-840.5674610063171,-,840.5674610063171,904.07
fair,scenario3,qpeexact,10,-,-,-,-,-,904.07,-,840.5674610063171,904.07
all_marrakesh,scenario1,qpeexact,6,-,-,-,-,-,1453.9087250782156,-,529.017450156431,2378.8
all_marrakesh,scenario2,qpeexact,6,-,-,-,-,-,-529.017450156431,-,529.017450156431,2378.8
all_marrakesh,scenario3,qpeexact,6,-,-,-,-,-,2378.8,-,529.017450156431,2378.8
all_fez,scenario1,wstate,6,-,-,-,-,-,3354.7942449808143,-,1354.668489961629,5354.92
all_fez,scenario2,wstate,6,-,-,-,-,-,-1354.668489961629,-,1354.668489961629,5354.92
all_fez,scenario3,wstate,6,-,-,-,-,-,5354.92,-,1354.668489961629,5354.92
fair,scenario1,qaoa,8,-,-,-,-,-,553.645664441301,-,530.8213288826022,576.47
fair,scenario2,qaoa,8,-,-,-,-,-,-530.8213288826022,-,530.8213288826022,576.47
fair,scenario3,qaoa,8,-,-,-,-,-,576.47,-,530.8213288826022,576.47
fair,scenario1,twolocalrandom,8,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87
fair,scenario2,twolocalrandom,8,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87
fair,scenario3,twolocalrandom,8,-,-,-,-,-,248.87,-,197.5775069758645,248.87
all_fez,scenario1,wstate,10,-,-,-,-,-,5358.772867970636,-,2085.82573594127,8631.720000000001
all_fez,scenario2,wstate,10,-,-,-,-,-,-2085.82573594127,-,2085.82573594127,8631.720000000001
all_fez,scenario3,wstate,10,-,-,-,-,-,8631.720000000001,-,2085.82573594127,8631.720000000001
all_kyiv,scenario1,vqe,8,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999
all_kyiv,scenario2,vqe,8,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999
all_kyiv,scenario3,vqe,8,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999
all_kyiv,scenario1,realamprandom,8,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999
all_kyiv,scenario2,realamprandom,8,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999
all_kyiv,scenario3,realamprandom,8,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999
fair,scenario1,vqe,6,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87
fair,scenario2,vqe,6,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87
fair,scenario3,vqe,6,-,-,-,-,-,248.87,-,197.5775069758645,248.87
all_kyiv,scenario1,twolocalrandom,6,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999
all_kyiv,scenario2,twolocalrandom,6,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999
all_kyiv,scenario3,twolocalrandom,6,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999
all_kyiv,scenario1,vqe,6,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999
all_kyiv,scenario2,vqe,6,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999
all_kyiv,scenario3,vqe,6,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999
all_sherbrooke,scenario1,qpeexact,8,-,-,-,-,-,2268.8264975949774,-,356.5829951899549,4181.07
all_sherbrooke,scenario2,qpeexact,8,-,-,-,-,-,-356.5829951899549,-,356.5829951899549,4181.07
all_sherbrooke,scenario3,qpeexact,8,-,-,-,-,-,4181.07,-,356.5829951899549,4181.07
all_fez,scenario1,realamprandom,6,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32
all_fez,scenario2,realamprandom,6,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32
all_fez,scenario3,realamprandom,6,-,-,-,-,-,849.32,-,251.3387501360923,849.32
all_fez,scenario1,ghz,6,-,-,-,-,-,1836.676150128332,-,776.0323002566638,2897.32
all_fez,scenario2,ghz,6,-,-,-,-,-,-776.0323002566638,-,776.0323002566638,2897.32
all_fez,scenario3,ghz,6,-,-,-,-,-,2897.32,-,776.0323002566638,2897.32
all_fez,scenario1,dj,10,-,-,-,-,-,1325.7028500902884,-,573.285700180577,2078.12
all_fez,scenario2,dj,10,-,-,-,-,-,-573.285700180577,-,573.285700180577,2078.12
all_fez,scenario3,dj,10,-,-,-,-,-,2078.12,-,573.285700180577,2078.12
all_kyiv,scenario1,qaoa,8,-,-,-,-,-,960.0547247570753,-,355.45944951415066,1564.6499999999999
all_kyiv,scenario2,qaoa,8,-,-,-,-,-,-355.45944951415066,-,355.45944951415066,1564.6499999999999
all_kyiv,scenario3,qaoa,8,-,-,-,-,-,1564.6499999999999,-,355.45944951415066,1564.6499999999999
all_marrakesh,scenario1,vqe,10,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4
all_marrakesh,scenario2,vqe,10,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4
all_marrakesh,scenario3,vqe,10,-,-,-,-,-,740.4,-,171.32699502380885,740.4
all_marrakesh,scenario1,qft,10,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4
all_marrakesh,scenario2,qft,10,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4
all_marrakesh,scenario3,qft,10,-,-,-,-,-,740.4,-,171.32699502380885,740.4
all_kyiv,scenario1,qft,10,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999
all_kyiv,scenario2,qft,10,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999
all_kyiv,scenario3,qft,10,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999
all_sherbrooke,scenario1,qaoa,8,-,-,-,-,-,1383.9175837438736,-,225.16516748774657,2542.6700000000005
all_sherbrooke,scenario2,qaoa,8,-,-,-,-,-,-225.16516748774657,-,225.16516748774657,2542.6700000000005
all_sherbrooke,scenario3,qaoa,8,-,-,-,-,-,2542.6700000000005,-,225.16516748774657,2542.6700000000005
all_fez,scenario1,qnn,8,-,-,-,-,-,810.465806011304,-,362.01161202260806,1258.92
all_fez,scenario2,qnn,8,-,-,-,-,-,-362.01161202260806,-,362.01161202260806,1258.92
all_fez,scenario3,qnn,8,-,-,-,-,-,1258.92,-,362.01161202260806,1258.92
